Output for Query 12:
P@100 for query 12 is 0.04
P@20 is  0.15
Ap_count is 0.479545454545
Retrieval effectiveness Table:
Q_Id	Rank	Document_id	Document_score	Relevance	Precision					Recall				NDCG
12		1		3127      	14.4047655861  	1         	P@1: 1.0                 	0.2               	1         
12		2		2246      	10.4300338515  	1         	P@2: 1.0                 	0.4               	1.0       
12		3		1930      	8.58993306044  	0         	P@3: 0.666666666667      	0.4               	0.760187533432
12		4		3196      	8.38198279682  	0         	P@4: 0.5                 	0.4               	0.63878788648
12		5		3068      	5.50835485609  	0         	P@5: 0.4                 	0.4               	0.561544377732
12		6		2593      	5.46049930842  	0         	P@6: 0.333333333333      	0.4               	0.561544377732
12		7		2740      	5.34302034853  	0         	P@7: 0.285714285714      	0.4               	0.561544377732
12		8		2319      	5.33662645287  	0         	P@8: 0.25                	0.4               	0.561544377732
12		9		2379      	5.18956099968  	0         	P@9: 0.222222222222      	0.4               	0.561544377732
12		10		1680      	5.13855791156  	0         	P@10: 0.2                	0.4               	0.561544377732
12		11		2629      	5.05837987588  	1         	P@11: 0.272727272727     	0.6               	0.642705741742
12		12		1591      	5.05455708625  	0         	P@12: 0.25               	0.6               	0.642705741742
12		13		1462      	5.00802463223  	0         	P@13: 0.230769230769     	0.6               	0.642705741742
12		14		1461      	4.97108734918  	0         	P@14: 0.214285714286     	0.6               	0.642705741742
12		15		2632      	4.93377221145  	0         	P@15: 0.2                	0.6               	0.642705741742
12		16		2597      	4.86900253636  	0         	P@16: 0.1875             	0.6               	0.642705741742
12		17		2735      	4.83369002409  	0         	P@17: 0.176470588235     	0.6               	0.642705741742
12		18		2482      	4.75462119312  	0         	P@18: 0.166666666667     	0.6               	0.642705741742
12		19		1236      	4.74948296249  	0         	P@19: 0.157894736842     	0.6               	0.642705741742
12		20		2796      	4.71500889359  	0         	P@20: 0.15               	0.6               	0.642705741742
12		21		2424      	4.71415392181  	0         	P@21: 0.142857142857     	0.6               	0.642705741742
12		22		1033      	4.68388804671  	0         	P@22: 0.136363636364     	0.6               	0.642705741742
12		23		1755      	4.63541333073  	0         	P@23: 0.130434782609     	0.6               	0.642705741742
12		24		1750      	4.56278230776  	0         	P@24: 0.125              	0.6               	0.642705741742
12		25		1472      	4.55762022252  	0         	P@25: 0.12               	0.6               	0.642705741742
12		26		2357      	4.55595021398  	0         	P@26: 0.115384615385     	0.6               	0.642705741742
12		27		2541      	4.55374334539  	0         	P@27: 0.111111111111     	0.6               	0.642705741742
